word,tag
Boris,PER
Yeltsin,PER
Volkova,PER
Russian,MISC
Volkova,PER
Volkova,PER
Soviet,LOC
Union,LOC
Yeltsin,PER
Russian,MISC
Russian,MISC
Volkova,PER
Russian,MISC
Russian,MISC
Dmitry,PER
Solovyov,PER
Moscow,ORG
Newsroom,ORG
Viacom,ORG
Mission,MISC
LOS,LOC
ANGELES,LOC
Paramount,ORG
Pictures,ORG
Tom,PER
Cruise,PER
Mission,MISC
:,MISC
Impossible,MISC
Daily,ORG
Variety,ORG
Viacom,MISC
Inc-owned,MISC
Paramount,ORG
Forrest,MISC
Gump,MISC
Cruise,PER
Academy,MISC
Award-winning,MISC
William,PER
Goldman,PER
Mission,MISC
:,MISC
Impossible,MISC
Brian,PER
De,PER
Palma,PER
Goldman,PER
Oscars,MISC
Butch,MISC
Cassidy,MISC
and,MISC
the,MISC
Sundance,MISC
Kid,MISC
All,MISC
the,MISC
President,MISC
's,MISC
Men,MISC
Mission,MISC
:,MISC
Impossible,MISC
Daily,ORG
Variety,ORG
CRAWLEY,PER
LONDON,LOC
England,LOC
John,PER
Crawley,PER
Pakistan,LOC
GMT,MISC
Crawley,PER
England,LOC
Oval,LOC
GMT,MISC
GMT,MISC
BELGIAN,MISC
GRAND,MISC
PRIX,MISC
SPA-FRANCORCHAMPS,LOC
Belgium,LOC
Belgian,MISC
Grand,MISC
Prix,MISC
Gerhard,PER
Berger,PER
Austria,LOC
Benetton,ORG
David,PER
Coulthard,PER
Britain,LOC
McLaren,ORG
Jacques,PER
Villeneuve,PER
Canada,LOC
Williams,ORG
Mika,PER
Hakkinen,PER
Finland,LOC
McLaren,ORG
Heinz-Harald,PER
Frentzen,PER
Germany,LOC
Jean,PER
Alesi,PER
France,LOC
Benetton,ORG
Damon,PER
Hill,PER
Britain,LOC
Williams,ORG
Michael,PER
Schumacher,PER
Germany,LOC
Martin,PER
Brundle,PER
Britain,LOC
Jordan,ORG
Rubens,PER
Barrichello,PER
Brazil,LOC
Jordan,ORG
Johnny,PER
Herbert,PER
Britain,LOC
Sauber,ORG
Olivier,PER
Panis,PER
France,LOC
Ligier,ORG
TOSHIBA,MISC
CLASSIC,MISC
GMT,MISC
CARLSBAD,LOC
California,LOC
Toshiba,MISC
Classic,MISC
Conchita,PER
Martinez,PER
Spain,LOC
Nathalie,PER
Tauziat,PER
France,LOC
Gabriela,PER
Sabatini,PER
Argentina,LOC
Asa,PER
Carlsson,PER
Sweden,LOC
Katarina,PER
Studenikova,PER
Slovakia,LOC
Karina,PER
Habsudova,PER
Slovakia,LOC
WELLINGTON,LOC
New,LOC
Zealand,LOC
Tonga,LOC
North,PER
Island,PER
Tauranga,LOC
New,ORG
Zealand,ORG
Press,ORG
Association,ORG
Immigration,ORG
Service,ORG
Nuku'alofa,LOC
Tonga,LOC
Indonesia,LOC
JAKARTA,LOC
GMT,MISC
Jakarta,LOC
Seoul,LOC
SEOUL,LOC
South,LOC
Korea,LOC
Yugoslavia,LOC
Seoul,LOC
Belgrade,LOC
Macedonian,ORG
Communist,ORG
Party,ORG
South,LOC
Korea,LOC
South,MISC
Korean-related,MISC
Korean,MISC
North,LOC
Korea,LOC
Seoul,LOC
Canada,LOC
Bangladesh,LOC
disarmament-China,MISC
BEIJING,LOC
China,LOC
India,LOC
People,ORG
's,ORG
Daily,ORG
India,LOC
Comprehensive,MISC
Test,MISC
Ban,MISC
Treaty,MISC
CTBT,MISC
Conference,MISC
on,MISC
Disarmament,MISC
Geneva,LOC
New,LOC
Delhi,LOC
Conference,MISC
on,MISC
Disarmament,MISC
India,LOC
United,ORG
Nations,ORG
General,ORG
Assembly,ORG
China,LOC
China,LOC
United,LOC
States,LOC
China,LOC
China,LOC
China,LOC
Japan,LOC
TOKYO,LOC
Japan,LOC
Sakai,LOC
O-157,MISC
Sakai,LOC
Naoto,PER
Kan,PER
O-157,MISC
Sakai,LOC
Osaka,LOC
Sakai,LOC
Kan,PER
Sakai,LOC
Sakai,LOC
Sakai,LOC
Japan,LOC
Agriculture,ORG
Ministry,ORG
U.S.,LOC
Sakai,LOC
Japan,LOC
TOKYO,LOC
Japanese,MISC
Japan,ORG
Aluminium,ORG
Federation,ORG
Japan,LOC
Japan,LOC
Tokyo,ORG
Commodities,ORG
Desk,ORG
China,LOC
Gabon,LOC
BEIJING,LOC
China,LOC
Gabon,LOC
United,ORG
Nations,ORG
Human,ORG
Rights,ORG
Commission,ORG
Beijing,LOC
Western,MISC
China,LOC
Jiang,PER
Zemin,PER
Gabon,LOC
Omar,PER
Bongo,PER
Xinhua,ORG
Jiang,PER
Central,MISC
African,MISC
China,LOC
Taiwan,LOC
Beijing,LOC
Bongo,PER
China,LOC
China,LOC
U.N.,ORG
Human,ORG
Rights,ORG
Commission,ORG
Beijing,LOC
European,ORG
Union,ORG
United,LOC
States,LOC
China,LOC
Foreign,ORG
Ministry,ORG
China,LOC
U.N.,ORG
China,LOC
Xinhua,ORG
West,MISC
Taiwan,LOC
Cooperative,ORG
Bank,ORG
TAIPEI,LOC
Cooperative,ORG
Bank,ORG
of,ORG
Taiwan,ORG
Cooperative,ORG
Sheu,PER
Yuan-dong,PER
Taiwan,LOC
Sheu,PER
Taipei,ORG
Newsroom,ORG
Palestinians,MISC
Jerusalem,LOC
JERUSALEM,LOC
Palestinian,MISC
Jerusalem,LOC
Israel,LOC
Arab,LOC
East,LOC
Jerusalem,LOC
Israeli,MISC
Jerusalem,LOC
Old,LOC
City,LOC
Palestinian,ORG
self-rule,ORG
Authority,ORG
Old,LOC
City,LOC
Israeli,MISC
Palestinian,ORG
Authority,ORG
PLO-Israel,MISC
GMT,MISC
Palestinian,MISC
Ahmed,PER
Hashem,PER
Zighayer,PER
Reuters,ORG
Benjamin,PER
Netanyahu,PER
Authority,ORG
Gaza,LOC
Strip,LOC
West,LOC
Bank,LOC
Jerusalem,LOC
Israel,LOC
Palestinian,ORG
Authority,ORG
PLO,ORG
Netanyahu,PER
Jerusalem,LOC
Israel,LOC
Netanyahu,PER
Palestine,ORG
Liberation,ORG
Organisation,ORG
PLO,ORG
Israel,LOC
Arab,LOC
East,LOC
Jerusalem,LOC
Middle,LOC
East,LOC
Palestinians,MISC
East,LOC
Jerusalem,LOC
Netanyahu,PER
Habsudova,PER
ENGLISH,MISC
LONDON,LOC
English,MISC
Portsmouth,ORG
Queens,ORG
Park,ORG
Rangers,ORG
Tranmere,ORG
Grimsby,ORG
SCOTTISH,MISC
GLASGOW,LOC
Scottish,MISC
East,ORG
Stirling,ORG
Albion,ORG
ENGLISH,MISC
COUNTY,MISC
CHAMPIONSHIP,MISC
LONDON,LOC
English,MISC
County,MISC
Championship,MISC
Weston-super-Mare,LOC
Durham,ORG
D.,PER
Cox,PER
S.,PER
Campbell,PER
G.,PER
Rose,PER
Somerset,ORG
M.,PER
Lathwell,PER
R.,PER
Harden,PER
Colchester,LOC
Gloucestershire,ORG
J.,PER
Russell,PER
A.,PER
Symonds,PER
A.,PER
Cowan,PER
Essex,ORG
G.,PER
Gooch,PER
D.,PER
Robinson,PER
Cardiff,LOC
Kent,ORG
D.,PER
Fulton,PER
M.,PER
Walker,PER
C.,PER
Hooper,PER
Glamorgan,ORG
Leicester,LOC
Leicestershire,ORG
P.,PER
Simmons,PER
P.,PER
Nixon,PER
Hampshire,ORG
Northampton,LOC
Sussex,ORG
N.,PER
Lenham,PER
V.,PER
Drakes,PER
A.,PER
Wells,PER
A.,PER
Penberthy,PER
Northamptonshire,ORG
K.,PER
Curran,PER
Trent,LOC
Bridge,LOC
Nottinghamshire,ORG
G.,PER
Archer,PER
M.,PER
Dowman,PER
Surrey,ORG
Worcester,LOC
Warwickshire,ORG
A.,PER
Giles,PER
T.,PER
Munton,PER
W.,PER
Khan,PER
R.,PER
Illingworth,PER
S.,PER
Lampitt,PER
Worcestershire,ORG
Headingley,LOC
Yorkshire,ORG
C.,PER
White,PER
R.,PER
Blakey,PER
M.,PER
Moxon,PER
M.,PER
Vaughan,PER
Lancashire,ORG
N.,PER
Fairbrother,PER
POLLOCK,PER
WARWICKSHIRE,ORG
LONDON,LOC
South,MISC
African,MISC
Shaun,PER
Pollock,PER
Warwickshire,ORG
English,MISC
Pollock,PER
Pollock,PER
ENGLAND,LOC
PAKISTAN,LOC
LONDON,LOC
England,LOC
Pakistan,LOC
The,LOC
Oval,LOC
England,LOC
M.,PER
Atherton,PER
Waqar,PER
Younis,PER
A.,PER
Stewart,PER
Mushtaq,PER
Ahmed,PER
N.,PER
Hussain,PER
Saeed,PER
Anwar,PER
Waqar,PER
Younis,PER
G.,PER
Thorpe,PER
Mohammad,PER
Akram,PER
J.,PER
Crawley,PER
Waqar,PER
Younis,PER
N.,PER
Knight,PER
Mushtaq,PER
Ahmed,PER
C.,PER
Lewis,PER
Wasim,PER
Akram,PER
I.,PER
Salisbury,PER
Inzamam-ul-Haq,PER
Wasim,PER
Akram,PER
D.,PER
Cork,PER
Moin,PER
Khan,PER
Waqar,PER
Younis,PER
R.,PER
Croft,PER
A.,PER
Mullally,PER
Wasim,PER
Akram,PER
Wasim,PER
Akram,PER
Waqar,PER
Younis,PER
Mohammad,PER
Akram,PER
Mushtaq,PER
Ahmed,PER
Aamir,PER
Sohail,PER
Pakistan,LOC
Saeed,PER
Anwar,PER
Aamir,PER
Sohail,PER
Cork,PER
Croft,PER
Ijaz,PER
Ahmed,PER
Inzamam-ul-Haq,PER
Salim,PER
Malik,PER
Asif,PER
Mujtaba,PER
Wasim,PER
Akram,PER
Moin,PER
Khan,PER
Mushtaq,PER
Ahmed,PER
Waqar,PER
Younis,PER
Mohammad,PER
Akam,PER
Lewis,PER
Mullally,PER
Croft,PER
Cork,PER
Salisbury,PER
ENGLAND,LOC
PAKISTAN,LOC
LONDON,LOC
England,LOC
Pakistan,LOC
The,LOC
Oval,LOC
England,LOC
J.,PER
Crawley,PER
G.,PER
Thorpe,PER
Waqar,PER
Younis,PER
RAVANELLI,PER
LONDON,LOC
Middlesbrough,ORG
Italian,MISC
Fabrizio,PER
Ravanelli,PER
Middlesbrough,ORG
Ravanelli,PER
Ravanelli,PER
Chelsea,ORG
Nottingham,LOC
Forest,LOC
Bryan,PER
Robson,PER
AUSTRALIANS,MISC
CANADIAN,MISC
OPEN,MISC
TORONTO,LOC
Australia,MISC
Day,MISC
Canadian,MISC
Open,MISC
Aussies,MISC
Patrick,PER
Rafter,PER
American,MISC
MaliVai,PER
Washington,PER
Hungary,LOC
Cofinec,ORG
Hungary,LOC
Poland,LOC
Czech,LOC
Republic,LOC
Hungary,LOC
Hungary,LOC
Cofinec,ORG
Cofinec,ORG
European,MISC
Erdei,PER
Cofinec,ORG
Cofinec,ORG
Erdei,PER
Cofinec,ORG
Europe,LOC
Sitanyi,PER
Cofinec,ORG
Cofinec,ORG
Czech,MISC
Krpaco,ORG
a.s.,ORG
Krpaco,ORG
Polish,MISC
Budapest,LOC
CZECH,MISC
PSE,ORG
PRAGUE,LOC
Prague,ORG
Stock,ORG
Exchange,ORG
AGROTONZ,ORG
TLUMACOV,ORG
AVIA,ORG
BARUM,ORG
HOLDING,ORG
CESKA,ORG
SPORITELNA,ORG
CKD,ORG
PRAHA,ORG
HOLDING,ORG
EMKAM,ORG
KABLO,ORG
KLADNO,ORG
KOMERCNI,ORG
BANKA,ORG
LECIVA,ORG
PRAHA,ORG
METROSTAV,ORG
MORAV.CHEMIC.,ORG
ZAV,ORG
OKD,ORG
PF,ORG
IKS,ORG
KB,ORG
PLUS,ORG
RIF,ORG
SELIKO,ORG
SOKOLOVSKA,ORG
UHELNA,ORG
SPIF,ORG
CESKY,ORG
SPT,ORG
TELECOM,ORG
SKODA,ORG
PLZEN,ORG
TABAK,ORG
TRINECKE,ORG
ZELEZARNY,ORG
VODNI,ORG
STAVBY,ORG
PRAHA,ORG
Prague,ORG
Newsroom,ORG
NEW,LOC
YORK,LOC
WorldCom,ORG
Inc,ORG
MFS,ORG
Communications,ORG
Co,ORG
Inc,ORG
WorldCom,ORG
MFS,ORG
MFS,ORG
New,ORG
York,ORG
Stock,ORG
Exchange,ORG
American,ORG
Stock,ORG
Exchange,ORG
CBOE,ORG
MFS,ORG
CHICAGO,LOC
Chicago,ORG
Board,ORG
Options,ORG
Exchange,ORG
CBOE,ORG
MFS,ORG
Communications,ORG
Co,ORG
Inc,ORG
WorldCom,ORG
Inc,ORG
MFS,ORG
WorldCom,ORG
The,ORG
New,ORG
York,ORG
Times,ORG
MFS,ORG
MFS,ORG
American,ORG
Stock,ORG
Exchange,ORG
Pacific,ORG
Stock,ORG
Exchange,ORG
American,ORG
Stock,ORG
Exchange,ORG
Pacific,ORG
Stock,ORG
Exchange,ORG
MFS,ORG
Faulding,ORG
ELIZABETH,LOC
N.J.,LOC
Faulding,ORG
Inc,ORG
Purdue,ORG
Frederick,ORG
Co,ORG
Faulding,ORG
Purepac,ORG
Pharamceutical,ORG
Purepac,ORG
Kadian,MISC
Faulding,ORG
Faulding,ORG
Kadian,MISC
United,LOC
States,LOC
Kadian,MISC
United,LOC
States,LOC
Faulding,ORG
Zeneca,ORG
Group,ORG
Plc,ORG
Kadian,MISC
F.H.,ORG
Faulding,ORG
&,ORG
Co,ORG
Faulding,ORG
Inc,ORG
McGrath,PER
Ireland,LOC
World,MISC
Cup,MISC
DUBLIN,LOC
Ireland,LOC
Paul,PER
McGrath,PER
Mick,PER
McCarthy,PER
Liechtenstein,LOC
World,MISC
Cup,MISC
Aston,ORG
Villa,ORG
Irish,MISC
Czech,LOC
Republic,LOC
Prague,LOC
Paul,PER
Villa,PER
McCarthy,PER
Paul,PER
Vaduz,LOC
Alan,PER
Kernaghan,PER
Liam,PER
Daish,PER
Leeds,ORG
United,ORG
Gary,PER
Kelly,PER
Wimbledon,ORG
Elland,LOC
Road,LOC
Jack,PER
Charlton,PER
McCarthy,PER
Alan,PER
Kelly,PER
Shay,PER
Given,PER
Denis,PER
Irwin,PER
Phil,PER
Babb,PER
Jeff,PER
Kenna,PER
Curtis,PER
Fleming,PER
Gary,PER
Breen,PER
Ian,PER
Harte,PER
Kenny,PER
Cunningham,PER
Steve,PER
Staunton,PER
Andy,PER
Townsend,PER
Ray,PER
Houghton,PER
Gareth,PER
Farrelly,PER
Alan,PER
McLoughlin,PER
Jason,PER
McAteer,PER
Alan,PER
Moore,PER
Keith,PER
O'Neill,PER
Tony,PER
Cascarino,PER
Niall,PER
Quinn,PER
David,PER
Kelly,PER
Dublin,ORG
Newsroom,ORG
S.,MISC
African,MISC
PRETORIA,LOC
South,MISC
African,MISC
Eugene,PER
de,PER
Kock,PER
De,PER
Kock,PER
Sudanese,MISC
Peter,PER
Smerdon,PER
NAIROBI,LOC
Sudan,LOC
Roman,MISC
Catholic,MISC
Australian,MISC
George,PER
Garang,PER
Nairobi,LOC
Sudan,ORG
People,ORG
's,ORG
Liberation,ORG
Army,ORG
SPLA,ORG
SPLA,ORG
Nuour,PER
Marial,PER
Mapourdit,LOC
Garang,PER
Nuour,PER
Marial,PER
Catholic,ORG
Information,ORG
Office,ORG
Nairobi,LOC
SPLA,ORG
Islam,MISC
Rolf,PER
Fringer,PER
Knup,PER
Switzerland,LOC
Euro,MISC
96,MISC
Marco,PER
Pascolo,PER
Cagliari,ORG
Pascal,PER
Zuberbuehler,PER
Grasshoppers,ORG
Stephane,PER
Henchoz,PER
Hamburg,ORG
Marc,PER
Hottiger,PER
Everton,ORG
Yvan,PER
Quentin,PER
Sion,ORG
Ramon,PER
Vega,PER
Cagliari,ORG
Raphael,PER
Wicky,PER
Sion,ORG
Alexandre,PER
Comisetti,PER
Grasshoppers,ORG
Antonio,PER
Esposito,PER
Grasshoppers,ORG
Sebastien,PER
Fournier,PER
Stuttgart,LOC
Christophe,PER
Ohrel,PER
Lausanne,LOC
Patrick,PER
Sylvestre,PER
Sion,ORG
David,PER
Sesa,PER
Servette,ORG
Ciriaco,PER
Sforza,PER
Inter,ORG
Milan,ORG
Murat,PER
Yakin,PER
Grasshoppers,ORG
Kubilay,PER
Turkyilmaz,PER
Grasshoppers,ORG
Adrian,PER
Knup,PER
Galatasaray,ORG
Christophe,PER
Bonvin,PER
Sion,ORG
Stephane,PER
Chapuisat,PER
Borussia,ORG
Dortmund,ORG
BRUSSELS,LOC
Brussels,LOC
Belgian,MISC
GERMAN,MISC
OPEN,MISC
STUTTGART,LOC
Germany,LOC
German,MISC
Open,MISC
Britain,LOC
Paul,PER
Broadhurst,PER
Raymond,PER
Russell,PER
David,PER
J.,PER
Russell,PER
Michael,PER
Campbell,PER
New,LOC
Zealand,LOC
Ian,PER
Woosnam,PER
Bernhard,PER
Langer,PER
Germany,LOC
Ronan,PER
Rafferty,PER
Mats,PER
Lanner,PER
Sweden,LOC
Wayne,PER
Riley,PER
Australia,LOC
Eamonn,PER
Darcy,PER
Ireland,LOC
Per,PER
Nyman,PER
Sweden,LOC
Russell,PER
Claydon,PER
Mark,PER
Roe,PER
Retief,PER
Goosen,PER
South,LOC
Africa,LOC
Carl,PER
Suneson,PER
Stephen,PER
Field,PER
Paul,PER
Lawrie,PER
Ian,PER
Pyman,PER
Max,PER
Anglert,PER
Sweden,LOC
Miles,PER
Tunnicliff,PER
Christian,PER
Cevaer,PER
France,LOC
Des,PER
Smyth,PER
Ireland,LOC
David,PER
Carter,PER
Lee,PER
Westwood,PER
Greg,PER
Chalmers,PER
Australia,LOC
Miguel,PER
Angel,PER
Martin,PER
Spain,LOC
Thomas,PER
Bjorn,PER
Denmark,LOC
Fernando,PER
Roca,PER
Spain,LOC
Derrick,PER
Cooper,PER
Jeff,PER
Hawksworth,PER
Padraig,PER
Harrington,PER
Ireland,LOC
Michael,PER
Welch,PER
Thomas,PER
Gogele,PER
Germany,LOC
Paul,PER
McGinley,PER
Ireland,LOC
Gary,PER
Orr,PER
Jose-Maria,PER
Canizares,PER
Spain,LOC
Michael,PER
Jonzon,PER
Sweden,LOC
Paul,PER
Eales,PER
David,PER
Williams,PER
Andrew,PER
Coltart,PER
Jonathan,PER
Lomas,PER
Jose,PER
Rivero,PER
Spain,LOC
Robert,PER
Karlsson,PER
Sweden,LOC
Marcus,PER
Wills,PER
Pedro,PER
Linhart,PER
Spain,LOC
Jamie,PER
Spence,PER
Terry,PER
Price,PER
Australia,LOC
Juan,PER
Carlos,PER
Pinero,PER
Spain,LOC
Mark,PER
Mouland,PER
UEFA,ORG
GENEVA,LOC
Norway,LOC
England,LOC
Sweden,LOC
UEFA,MISC
Cup,MISC
Norway,LOC
UEFA,MISC
Fair,MISC
Play,MISC
England,LOC
Sweden,LOC
UEFA,MISC
Fair,MISC
Play,MISC
Norway,LOC
England,LOC
Sweden,LOC
Faroe,LOC
Islands,LOC
Wales,LOC
Estonia,LOC
Ireland,LOC
Belarus,LOC
Iceland,LOC
Netherlands,LOC
Denmark,LOC
Germany,LOC
Scotland,LOC
Latvia,LOC
Moldova,LOC
Yugoslavia,LOC
Belgium,LOC
Luxembourg,LOC
France,LOC
Israel,LOC
Switzerland,LOC
Slovakia,LOC
Poland,LOC
Portugal,LOC
Georgia,LOC
Ukraine,LOC
Spain,LOC
Finland,LOC
Macedonia,LOC
Lithuania,LOC
Austria,LOC
Russia,LOC
Romania,LOC
Turkey,LOC
Hungary,LOC
Czech,LOC
Republic,LOC
Greece,LOC
Northern,LOC
Ireland,LOC
Italy,LOC
Cyprus,LOC
Armenia,LOC
Slovenia,LOC
Croatia,LOC
Bulgaria,LOC
Malta,LOC
AUSTRALIANS,MISC
COLOMBO,LOC
Australia,LOC
Sri,LOC
Lanka,LOC
Australia,LOC
Sri,LOC
Lanka,LOC
India,LOC
Zimbabwe,LOC
World,MISC
Cup,MISC
Australia,LOC
Ricky,PER
Ponting,PER
Garang,PER
Garang,PER
Mapourdit,LOC
Catholic,ORG
Information,ORG
office,ORG
Nairobi,LOC
Australian,MISC
Moira,PER
Lynch,PER
Mary,PER
Batchelor,PER
American,MISC
Michael,PER
Barton,PER
Sudanese,MISC
Raphael,PER
Riel,PER
Sudan,LOC
SPLA,ORG
Australian,MISC
Maureen,PER
Carey,PER
Italian,MISC
Raniero,PER
Iacomella,PER
Australia,LOC
Lynch,PER
Batchelor,PER
Barton,PER
Riel,LOC
Catholic,ORG
Information,ORG
Office,ORG
SPLA,ORG
Kenyan,MISC
Caesar,PER
Mazzolari,PER
Rumbek,LOC
Sudan,LOC
SPLA,ORG
SPLA,ORG
Australian,MISC
Australian,MISC
Nairobi,LOC
Roman,MISC
Catholic,MISC
Sudan,LOC
U.S.,LOC
Italian,MISC
SPLA,ORG
Khartoum,LOC
Christian,MISC
Moslem,MISC
Arabised,LOC
north,LOC
OSCE,ORG
Bosnian,MISC
SARAJEVO,LOC
U.S.,LOC
Bosnia,LOC
Serbs,MISC
Robert,PER
Frowick,PER
Organisation,ORG
for,ORG
Security,ORG
and,ORG
Cooperation,ORG
in,ORG
Europe,ORG
OSCE,ORG
Bosnian,MISC
Frowick,PER
OSCE,ORG
Serb,MISC
Serb,MISC
Moslem,MISC
Serbia,LOC
Bosnian,MISC
Serb,MISC
Serb,MISC
Dayton,LOC
Bosnian,MISC
Serbs,MISC
OSCE,ORG
Bosnian,MISC
Serb,MISC
Bosnian,MISC
Serb,MISC
OSCE,ORG
Dayton,LOC
Serbs,MISC
Bosnia,LOC
Serb,MISC
Bosnia,LOC
Dayton,LOC
Chechnya,LOC
Lebed,PER
Yeltsin,PER
Dmitry,PER
Kuznets,PER
NOVYE,LOC
ATAGI,LOC
Russia,LOC
Russian,MISC
Chechnya,LOC
Boris,PER
Yeltsin,PER
Alexander,PER
Lebed,PER
Russian,MISC
Vyacheslav,PER
Tikhomirov,PER
Novye,LOC
Atagi,LOC
Chechen,MISC
Grozny,LOC
Aslan,PER
Maskhadov,PER
Lebed,PER
Kremlin,LOC
Moscow,LOC
Yeltsin,PER
Chechnya,LOC
Itar-Tass,ORG
Kremlin,LOC
Yeltsin,PER
Moscow,LOC
Lebed,PER
Chechnya,LOC
Yeltsin,PER
Lebed,PER
Yeltsin,PER
Moscow,LOC
Russians,MISC
Chechen,MISC
interior,ORG
ministry,ORG
Chechens,MISC
Russian,MISC
Tass,ORG
Lebed,PER
Maskhadov,PER
GMT,MISC
Novye,LOC
Atagi,LOC
Tim,PER
Guldimann,PER
Swiss,MISC
Chechnya,LOC
Organisation,ORG
for,ORG
Security,ORG
and,ORG
Cooperation,ORG
in,ORG
Europe,ORG
OSCE,ORG
Guldimann,PER
Tikhomirov-Maskhadov,MISC
Lebed,PER
Russian,MISC
Itar-Tass,ORG
Russian,MISC
RIA,ORG
Russian-Chechen,MISC
Grozny,LOC
Interfax,ORG
Lebed,PER
Yeltsin,PER
Lebed,PER
Yeltsin,PER
Russian,MISC
Kremlin,LOC
Lebed,PER
Yeltsin,PER
Kremlin,LOC
Chechnya,LOC
Russia,LOC
Lebed,PER
Moscow,LOC
Yeltsin,PER
Moscow,LOC
Chechnya,LOC
Russian,LOC
Federation,LOC
Slovenia,LOC
Poland,LOC
EU,ORG
NATO,ORG
LJUBLJANA,LOC
Slovenia,LOC
Poland,LOC
European,ORG
Union,ORG
NATO,ORG
Polish,MISC
Aleksander,PER
Kwasniewski,PER
Slovenian,MISC
Milan,PER
Kucan,PER
Slovenia,LOC
Kwasniewski,PER
West,LOC
European,ORG
Union,ORG
NATO,ORG
Kwasniewski,PER
Kucan,PER
Poland,LOC
Slovenia,LOC
European,ORG
Union,ORG
NATO,ORG
European,ORG
Union,ORG
Central,ORG
European,ORG
Free,ORG
Trade,ORG
Area,ORG
Hungary,LOC
Slovakia,LOC
Czech,LOC
Republic,LOC
Slovenia,LOC
Poland,LOC
Slovenia,LOC
Kwasniewski,PER
Janez,PER
Drnovsek,PER
Slovenian,MISC
Chamber,ORG
of,ORG
Economy,ORG
Iliescu,PER
Hungary,LOC
BUCHAREST,LOC
Romania,LOC
Ion,PER
Iliescu,PER
Hungary,LOC
Iliescu,PER
Party,ORG
of,ORG
Social,ORG
Democracy,ORG
National,ORG
Unity,ORG
Party,ORG
PUNR,ORG
PUNR,ORG
PDSR,ORG
Adrian,PER
Nastase,PER
Nastase,PER
PUNR,ORG
Romania,LOC
Hungarian,MISC
NATO,ORG
European,ORG
Union,ORG
PUNR,ORG
PUNR,ORG
PUNR,ORG
Gheorghe,PER
Funar,PER
Iliescu,PER
Hungarian,MISC
Funar,PER
Iliescu,PER
Iliescu,PER
Iliescu,PER
Romanian,MISC
Hungarian,MISC
Iliescu,PER
Estonian,MISC
Belinda,PER
Goldsmith,PER
TALLINN,LOC
Estonia,LOC
Lennart,PER
Meri,PER
Meri,PER
Estonia,LOC
Soviet,LOC
Union,LOC
Arnold,PER
Ruutel,PER
Meri,PER
Meri,PER
Estonia,LOC
Meri,PER
Reform,ORG
Party,ORG
Heiki,PER
Kranich,PER
Reuters,ORG
Meri,PER
Gimnasia-Jujuy,ORG
Platense,ORG
Huracan,ORG
Lanus,ORG
Huracan-Corrientes,ORG
Union,ORG
Newell,ORG
's,ORG
Old,ORG
Boys,ORG
Velez,ORG
Sarsfield,ORG
Racing,ORG
Club,ORG
Rosario,ORG
Central,ORG
River,ORG
Plate,ORG
Gimnasia-La,ORG
Plata,ORG
San,ORG
Lorenzo,ORG
Banfield,ORG
Deportivo,ORG
Espanol,ORG
Colon,ORG
Apertura,MISC
Argentine,MISC
HONDURAS,LOC
CUBA,LOC
TEGUCIGALPA,LOC
Honduras,LOC
Cuba,LOC
Juan,PER
Castro,PER
Enrique,PER
Centeno,PER
Carlos,PER
Pavon,PER
BRAZILIAN,MISC
RIO,LOC
DE,LOC
JANEIRO,LOC
Brazilian,MISC
Bahia,ORG
Botafogo,ORG
Bragantino,ORG
Vasco,ORG
da,ORG
Gama,ORG
Cricuma,ORG
Fluminense,ORG
Cruzeiro,ORG
Flamengo,ORG
Goias,ORG
Palmeiras,ORG
Gremio,ORG
Vitoria,ORG
Juventude,ORG
Internacional,ORG
Parana,ORG
Guarani,ORG
Portuguesa,ORG
Atletico,ORG
Mineiro,ORG
Sao,ORG
Paulo,ORG
Santos,ORG
Sport,ORG
Recife,ORG
Coritiba,ORG
Sao,ORG
Paulo,ORG
Juventude,ORG
Portuguesa,ORG
Palmeiras,ORG
Goias,ORG
Gremio,ORG
Cruzeiro,ORG
Sport,ORG
Recife,ORG
Parana,ORG
Flamengo,ORG
Atletico,ORG
Mineiro,ORG
Vasco,ORG
da,ORG
Gama,ORG
Coritiba,ORG
Botafogo,ORG
Internacional,ORG
Criciuma,ORG
Vitoria,ORG
Santos,ORG
Corinthians,ORG
Bahia,ORG
Fluminense,ORG
Atletico,ORG
Paranaense,ORG
Guarani,ORG
Bragantino,ORG
PHILIPPINE,MISC
MANILA,LOC
Philippine,ORG
Basketball,ORG
Association,ORG
American,MISC
Formula,ORG
Shell,ORG
Ginebra,ORG
San,ORG
Miguel,ORG
SOUTH,MISC
KOREAN,MISC
SEOUL,LOC
South,MISC
Korean,MISC
Puchon,ORG
Chonan,ORG
Pohang,ORG
Chonbuk,ORG
Puchon,ORG
Chonan,ORG
Pohang,ORG
Ulsan,ORG
Anyang,ORG
Suwon,ORG
Pusan,ORG
Chonnam,ORG
Chonbuk,ORG
S.,MISC
KOREAN,MISC
SEOUL,LOC
South,MISC
Korean,MISC
OB,ORG
Lotte,ORG
Hanwha,ORG
Haitai,ORG
Hyundai,ORG
Samsung,ORG
Ssangbangwool,ORG
LG,ORG
Haitai,ORG
Ssangbangwool,ORG
Hyundai,ORG
French,MISC
Patasse,PER
Sudan,LOC
Chad,LOC
Codos,ORG
French,MISC
JOHANNESBURG,LOC
South,LOC
Africa,LOC
Mafikeng,LOC
van,MISC
CIS,LOC
MOSCOW,LOC
CIS,LOC
Russian,ORG
Weather,ORG
Service,ORG
